target,fingerprint,split,mae,mse,rmse,r2
CHEMBL4005,ECFP,train,0.47716422805508135,0.3820430418905628,0.6180963047054745,0.7298920126499759
CHEMBL4005,ECFP,scaffold,0.6024030114739879,0.5929258072610475,0.7700167577793664,0.4954068703582778
CHEMBL4005,ECFP,random,0.5151461822599007,0.4460604374508082,0.6678775617213144,0.6222476575235918
CHEMBL4005,MACCS Keys,train,0.5598322291941923,0.5215194028905883,0.7221630029921141,0.6312809269299172
CHEMBL4005,MACCS Keys,scaffold,0.6670579532723865,0.7311738569107824,0.8550870463939811,0.3777546865852899
CHEMBL4005,MACCS Keys,random,0.5823791009041339,0.5725851112746815,0.7566935385442917,0.5150985182922012
CHEMBL4005,AP2,train,0.6138893175784201,0.6102563305205765,0.7811890491555654,0.5685430929750019
CHEMBL4005,AP2,scaffold,0.6666352885791474,0.7223216129147508,0.8498950599425501,0.38528814430902003
CHEMBL4005,AP2,random,0.5912455332741575,0.5650782841609093,0.7517168909642176,0.5214557768354577
CHEMBL4005,AP3,train,0.5820219082158999,0.5534642659767255,0.7439517900890659,0.6086956113286446
CHEMBL4005,AP3,scaffold,0.6728826598824998,0.7182116903416189,0.847473710708255,0.38878578038484146
CHEMBL4005,AP3,random,0.5735468327759106,0.5310962871267713,0.7287635330659537,0.5502338927675339
CHEMBL4005,AP2+AP3,train,0.5414462194332076,0.4837223504982733,0.695501510061821,0.6580037948532025
CHEMBL4005,AP2+AP3,scaffold,0.6439574027463254,0.6655769440529791,0.815828991917411,0.4335791272630448
CHEMBL4005,AP2+AP3,random,0.547033354959553,0.4923220217682993,0.7016566266830944,0.5830704062468983
